,tconst,liste_realisateurs,liste_acteurs,TitreOriginal,anneeSortie,duree,genres,noteMoyenne,nbVotes,titreVF,types,id,original_language,notePonderee
90,tt0101765,['nm0001425'],"['nm0001393', 'nm0001393', 'nm0468651', 'nm0344798', 'nm0420065', 'nm0054270', 'nm0345616', 'nm0827989', 'nm0901812', 'nm0241487', 'nm0239985']",The Double Life of Véronique,1991,98,"['Drama', 'Fantasy', 'Music']",7.6,54461,La double vie de Véronique,imdbDisplay,1600,fr,7.6
91,tt0054452,['nm0167241'],"['nm0000003', 'nm0582890', 'nm0889024', 'nm0293739', 'nm0622070', 'nm0721571', 'nm0653589', 'nm0001945', 'nm0674742', 'nm0814051']",The Truth,1960,127,['Drama'],7.6,4772,La vérité,imdbDisplay,61711,fr,7.6
92,tt0424205,['nm0137228'],"['nm1208167', 'nm0299811', 'nm0133899', 'nm0221745', 'nm1295380', 'nm0507207', 'nm0200702', 'nm0117709', 'nm0069711', 'nm0273159']",Joyeux Noel,2005,116,"['Drama', 'History', 'Music']",7.6,32928,Joyeux Noël,imdbDisplay,11661,fr,7.6
93,tt0099266,['nm0002216'],"['nm0161765', 'nm0146431', 'nm0746022', 'nm0656801', 'nm0513375', 'nm0216213', 'nm0596860', 'nm0863654', 'nm0186567', 'nm0399576']",My Mother's Castle,1990,98,"['Adventure', 'Biography', 'Comedy']",7.6,5853,Le Château de ma mère,imdbDisplay,12717,fr,7.6
94,tt0072901,"['nm0331453', 'nm0879853']","['nm0136789', 'nm0136789', 'nm0136789', 'nm0603600', 'nm0603600', 'nm0868139', 'nm0868139', 'nm0479772', 'nm0553361', 'nm0553361', 'nm0563695', 'nm0726365', 'nm0202081', 'nm0525943', 'nm0379587']",The Twelve Tasks of Asterix,1976,82,"['Adventure', 'Animation', 'Comedy']",7.6,19859,Les 12 Travaux d'Astérix,imdbDisplay,9385,fr,7.6
95,tt7048622,['nm0234780'],"['nm2316384', 'nm3517807', 'nm5272930', 'nm3612526', 'nm6197443', 'nm1287142', 'nm0159354', 'nm1724758', 'nm8215816', 'nm1178312']",The Insult,2017,113,"['Crime', 'Drama', 'Thriller']",7.6,18432,L'insulte,imdbDisplay,468284,fr,7.6
96,tt0119038,['nm0891554'],"['nm0508293', 'nm0898317', 'nm0404091', 'nm0699545', 'nm0888824', 'nm0296594', 'nm0068668', 'nm0088300', 'nm0108984', 'nm0127956']",Le Dîner de Cons,1998,80,['Comedy'],7.6,45587,Le Dîner de cons,imdbDisplay,9421,fr,7.6
97,tt0082436,['nm0002218'],"['nm0893341', 'nm0785664', 'nm0002769', 'nm0545383', 'nm0013208', 'nm0220087', 'nm0536536', 'nm0539593', 'nm0587908', 'nm0671632']",The Grilling,1981,87,"['Crime', 'Drama', 'Mystery']",7.6,5690,Garde à vue,imdbDisplay,5062,fr,7.6
98,tt0058985,['nm0889513'],"['nm0238379', 'nm0238377', 'nm0238382', 'nm0238386', 'nm0102073', 'nm0078106', 'nm0484298', 'nm0767038', 'nm0264211', 'nm0726323']",Happiness,1965,80,"['Drama', 'Romance']",7.6,10197,Le bonheur,imdbDisplay,53023,fr,7.6
99,tt0068205,['nm0006445'],"['nm0894302', 'nm0958088', 'nm0894303', 'nm0147561', 'nm0672057', 'nm0274796', 'nm0584996', 'nm0515201', 'nm0638113', 'nm0804506']",Love in the Afternoon,1972,97,"['Comedy', 'Drama', 'Romance']",7.6,9708,"L'amour, l'après-midi",imdbDisplay,12116,fr,7.6
100,tt0053459,['nm0290802'],"['nm0105482', 'nm0885098', 'nm0562831', 'nm0726777', 'nm0022675', 'nm0087926', 'nm0778568', 'nm0105475', 'nm0262014', 'nm0262014', 'nm0959923']",Eyes Without a Face,1960,90,"['Drama', 'Horror']",7.6,36710,Les yeux sans visage,imdbDisplay,31417,fr,7.6
101,tt0122082,['nm0309697'],"['nm0244151', 'nm0367157', 'nm0784876', 'nm0049414', 'nm0784872', 'nm0882121', 'nm0784878', 'nm0784875', 'nm0315675', 'nm0040009']",The Crazy Stranger,1997,102,"['Comedy', 'Drama', 'Music']",7.6,8518,Gadjo dilo,imdbDisplay,5071,fr,7.6
102,tt0120802,['nm0320660'],"['nm0147605', 'nm0081175', 'nm0464855', 'nm0002076', 'nm0337211', 'nm0491315', 'nm0700610', 'nm0115798', 'nm0024872', 'nm0597042']",The Red Violin,1998,130,"['Drama', 'Music', 'Mystery']",7.6,34904,Le violon rouge,\N,14283,fr,7.6
103,tt1068649,['nm1061623'],"['nm0000218', 'nm0959113', 'nm0371891', 'nm0344932', 'nm0682692', 'nm2961424', 'nm0036065', 'nm0610067', 'nm2047062', 'nm0239459']",I've Loved You So Long,2008,117,['Drama'],7.6,20857,Il y a longtemps que je t'aime,imdbDisplay,8276,fr,7.6
104,tt0091830,['nm0006445'],"['nm0729691', 'nm0305324', 'nm0310327', 'nm0155102', 'nm0724966', 'nm0315050', 'nm0315052', 'nm0379683', 'nm0729673', 'nm0432363']",The Green Ray,1986,99,"['Drama', 'Romance']",7.6,11001,Le rayon vert,imdbDisplay,54898,fr,7.6
105,tt0105682,['nm0767110'],"['nm0000809', 'nm0000322', 'nm0244707', 'nm0099953', 'nm0146165', 'nm0102078', 'nm0099338', 'nm0141133', 'nm0212395', 'nm0340830']",A Heart in Winter,1992,105,"['Drama', 'Music', 'Romance']",7.6,11045,Un cœur en hiver,imdbDisplay,48150,fr,7.6
106,tt0084555,['nm0688585'],"['nm0031785', 'nm0001929', 'nm0154707', 'nm0002010', 'nm0432040', 'nm0508293', 'nm0610537', 'nm0483776', 'nm0291979', 'nm0003508']",Santa Claus Is a Stinker,1982,88,['Comedy'],7.5,10876,Le père Noël est une ordure !,imdbDisplay,14645,fr,7.5
107,tt5029608,['nm0654830'],"['nm2582755', 'nm3559009', 'nm0836729', 'nm0344276', 'nm0902083', 'nm6077587', 'nm0163250', 'nm1295721', 'nm0910814', 'nm0250910']",Frantz,2016,113,"['Drama', 'History', 'Romance']",7.5,17937,Frantz,imdbDisplay,377263,fr,7.5
108,tt0362225,['nm0133899'],"['nm0167388', 'nm0189887', 'nm0244707', 'nm0000218', 'nm0075710', 'nm0000882', 'nm0734000', 'nm0359652', 'nm0500976', 'nm1162222']",Tell No One,2006,131,"['Crime', 'Drama', 'Mystery']",7.5,59052,Ne le dis à personne,imdbDisplay,10795,fr,7.5
109,tt0073198,['nm0001901'],"['nm0786891', 'nm0213964', 'nm0832422', 'nm0232540', 'nm0080936', 'nm0001901', 'nm0001901']","Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",1975,202,['Drama'],7.5,15336,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",imdbDisplay,44012,fr,7.5
110,tt0097635,['nm0000780'],"['nm0089937', 'nm0929075', 'nm0871928', 'nm0320721', 'nm0503215', 'nm0671106', 'nm0415191', 'nm0637634', 'nm0552890', 'nm0494270']",Jesus of Montreal,1989,120,"['Drama', 'Romance']",7.5,7648,Jésus de Montréal,imdbDisplay,4486,fr,7.5
111,tt1668200,['nm0660707'],"['nm0000218', 'nm3274621', 'nm0034390', 'nm0682692', 'nm0239816', 'nm0296596', 'nm3952340', 'nm0142704', 'nm0001644', 'nm4066639']",Sarah's Key,2010,111,"['Drama', 'War']",7.5,18141,Elle s'appelait Sarah,imdbDisplay,53457,fr,7.5
112,tt0254686,['nm0359734'],"['nm0001376', 'nm0320760', 'nm0536095', 'nm0521443', 'nm0759797', 'nm0973796', 'nm0477868', 'nm1070601', 'nm0295429', 'nm1071274']",The Piano Teacher,2001,131,"['Drama', 'Music']",7.5,74709,La Pianiste,imdbDisplay,1791,fr,7.5
113,tt1320082,['nm0586123'],"['nm0348888', 'nm0491259', 'nm0491259', 'nm0623373', 'nm0075710', 'nm0591877', 'nm0054701', 'nm0008506', 'nm0060780', 'nm0412096', 'nm0436566']",The Concert,2009,119,"['Comedy', 'Drama', 'Music']",7.5,18852,Le concert,imdbDisplay,25205,fr,7.5
114,tt0101428,['nm0729626'],"['nm0681566', 'nm0000945', 'nm0000322', 'nm0219099', 'nm0123395', 'nm0033415', 'nm0069252', 'nm0736655', 'nm0718939', 'nm0328888']",La Belle Noiseuse,1991,238,['Drama'],7.5,9781,La Belle Noiseuse,imdbDisplay,12627,fr,7.5
115,tt0103110,['nm0006734'],"['nm0000367', 'nm0547339', 'nm0110507', 'nm0220016', 'nm0724916', 'nm0099677', 'nm0237835', 'nm0309036', 'nm0483418', 'nm0688530']",Tous les matins du monde,1991,115,"['Biography', 'Drama', 'History']",7.5,8097,Tous les matins du monde,imdbDisplay,41804,fr,7.5
116,tt0364517,['nm1077168'],"['nm0133899', 'nm0182839', 'nm1392135', 'nm0495470', 'nm1389632', 'nm0914313', 'nm0500976', 'nm1029367', 'nm1119815', 'nm0622769']",Love Me If You Dare,2003,93,"['Comedy', 'Drama', 'Romance']",7.5,73136,Jeux d'enfants,imdbDisplay,8424,fr,7.5
117,tt0117359,['nm0230695'],"['nm0858284', 'nm0771754', 'nm0146262', 'nm0785680', 'nm0873005', 'nm0064741', 'nm0623899', 'nm0904988', 'nm0078023', 'nm0406513']",Ponette,1996,97,['Drama'],7.5,4836,Ponette,imdbDisplay,38523,fr,7.5
118,tt0067778,['nm0001501'],"['nm0557159', 'nm0274731', 'nm0004625', 'nm0003909', 'nm0632425', 'nm0903212', 'nm0274732', 'nm0935425', 'nm0093655', 'nm0688526']",Murmur of the Heart,1971,118,"['Comedy', 'Drama']",7.5,11150,Le souffle au coeur,imdbDisplay,42501,fr,7.5
119,tt0112682,"['nm0001988', 'nm0000466']","['nm0000579', 'nm0256399', 'nm0900136', 'nm0684500', 'nm0684500', 'nm0237835', 'nm0116174', 'nm0539959', 'nm0609180', 'nm0581014', 'nm0749363']",The City of Lost Children,1995,112,"['Adventure', 'Drama', 'Fantasy']",7.5,72816,La Cité des enfants perdus,imdbDisplay,902,fr,7.5
120,tt0055082,['nm0578483'],"['nm0000901', 'nm0728938', 'nm0876567', 'nm0592317', 'nm0342272', 'nm0066879', 'nm0077989', 'nm0264211', 'nm0344911', 'nm0377306']","Léon Morin, Priest",1961,117,"['Drama', 'Romance', 'War']",7.5,5907,"Léon Morin, prêtre",imdbDisplay,63892,fr,7.5
121,tt0062695,['nm0000076'],"['nm0529543', 'nm0415283', 'nm0786891', 'nm0003909', 'nm0366061', 'nm0265948', 'nm0147561', 'nm0241038', 'nm0527555', 'nm0274949']",Stolen Kisses,1968,91,"['Comedy', 'Drama', 'Romance']",7.5,15674,Baisers volés,imdbDisplay,255,fr,7.5
122,tt0181627,"['nm0643664', 'nm0122127']","['nm3251022', 'nm0618460', 'nm0765499', 'nm0509672', 'nm0618986', 'nm3168900', 'nm0523808', 'nm0224931', 'nm0228028', 'nm0629198']",Kirikou and the Sorceress,1998,71,"['Adventure', 'Animation', 'Family']",7.5,11139,Kirikou et la Sorcière,imdbDisplay,21348,fr,7.5
123,tt0428803,['nm0415207'],"['nm0000151', 'nm0000151', 'nm0001960', 'nm0075650', 'nm0803262', 'nm0180580', 'nm0180580', 'nm0241694', 'nm0252473', 'nm0252473', 'nm0278502', 'nm0278502', 'nm0344894', 'nm0344894', 'nm0410914']",March of the Penguins,2005,80,"['Documentary', 'Family']",7.5,60746,La marche de l'empereur,imdbDisplay,1667,fr,7.5
124,tt2011971,['nm0265852'],"['nm0271408', 'nm4563869', 'nm4563783', 'nm0698921', 'nm2145725', 'nm4563753', 'nm4563803', 'nm3809055', 'nm4563773', 'nm4563768']",Monsieur Lazhar,2011,95,"['Comedy', 'Drama']",7.5,21417,Monsieur Lazhar,imdbDisplay,78480,fr,7.5
125,tt0109440,['nm0073322'],"['nm0490702', 'nm0490702', 'nm0149260', 'nm0149260', 'nm0149260', 'nm0268543', 'nm0268543', 'nm0268543', 'nm0201462', 'nm0201462', 'nm0201462', 'nm0439748', 'nm0439748', 'nm0439748', 'nm0515433', 'nm0003133', 'nm0695309', 'nm0209030', 'nm0501256']",Fear City: A Family-Style Comedy,1994,100,"['Comedy', 'Horror']",7.5,10833,"La Cité de la peur, une comédie familiale",imdbDisplay,15097,fr,7.5
126,tt0097904,['nm0496312'],"['nm0003508', 'nm0094789', 'nm0862006', 'nm0932870', 'nm0126905', 'nm0078025', 'nm0233812', 'nm0310833', 'nm0603069', 'nm0637652']",Monsieur Hire,1989,81,"['Crime', 'Drama', 'Romance']",7.5,7330,Monsieur Hire,imdbDisplay,38695,fr,7.5
127,tt1068646,['nm0134559'],"['nm2163571', 'nm3521049', 'nm3520443', 'nm16086906', 'nm3501005', 'nm3520988', 'nm3522464', 'nm3195510', 'nm3195003', 'nm3194258']",The Class,2008,128,['Drama'],7.5,36856,Entre les murs,imdbDisplay,8841,fr,7.5
128,tt0450188,['nm0196860'],"['nm0182839', 'nm0856500', 'nm0339621', 'nm0782561', 'nm0746162', 'nm0000367', 'nm0183660', 'nm1285144', 'nm0021691', 'nm0053903']",La Vie En Rose,2007,140,"['Biography', 'Drama', 'Music']",7.5,91891,La Môme,imdbDisplay,1407,fr,7.5
129,tt0099334,['nm0710919'],"['nm0000367', 'nm0110507', 'nm0001641', 'nm0916616', 'nm0078109', 'nm0605429', 'nm0536536', 'nm0831673', 'nm0216187', 'nm0727319']",Cyrano de Bergerac,1990,137,"['Comedy', 'Drama', 'History']",7.5,26511,Cyrano de Bergerac,imdbDisplay,11673,fr,7.5
130,tt0074916,['nm0521334'],"['nm0001128', 'nm0603402', 'nm0075163', 'nm0078155', 'nm0099366', 'nm0282530', 'nm0320988', 'nm0003909', 'nm0042104', 'nm0078109']",Mr. Klein,1976,123,"['Crime', 'Drama', 'Mystery']",7.5,9811,Mr. Klein,imdbDisplay,58925,fr,7.5
131,tt1314280,['nm0513371'],"['nm0512071', 'nm3177137', 'nm0199047', 'nm3183101', 'nm1521154', 'nm3203200', 'nm4199030', 'nm3202589', 'nm0705005', 'nm1099640']",Welcome,2009,110,['Drama'],7.5,7691,Welcome,imdbDisplay,15712,fr,7.5
132,tt1259014,['nm0724938'],"['nm0001993', 'nm0208426', 'nm0000367', 'nm0500976', 'nm0001163', 'nm0025745', 'nm0859740', 'nm0239816', 'nm0102078', 'nm1343002']",Mesrine: Killer Instinct,2008,113,"['Action', 'Biography', 'Crime']",7.5,35759,L'Instinct de mort,imdbDisplay,13635,fr,7.5
133,tt0116581,['nm0233757'],"['nm0000809', 'nm0243608', 'nm0591877', 'nm0305488', 'nm0755652', 'nm0535452', 'nm0520927', 'nm0886641', 'nm0886642', 'nm0576947']",The Eighth Day,1996,118,"['Comedy', 'Drama']",7.5,10344,Le huitième jour,imdbDisplay,36998,fr,7.5
134,tt0926759,['nm1462495'],"['nm0303826', 'nm0951456', 'nm1918862', 'nm0343082', 'nm2847812', 'nm0241484', 'nm0144039', 'nm2720118', 'nm2604251', 'nm0210925']",The First Day of the Rest of Your Life,2008,114,['Drama'],7.5,10194,Le premier jour du reste de ta vie,imdbDisplay,12169,fr,7.5
135,tt0062083,['nm0596850'],"['nm0000086', 'nm0723623', 'nm0202994', 'nm0216610', 'nm0312985', 'nm0622145', 'nm0656153', 'nm0699510', 'nm0767038', 'nm0884876']",Oscar,1967,85,['Comedy'],7.5,7818,Oscar,imdbDisplay,2798,fr,7.5
136,tt0073864,['nm0257992'],"['nm0634159', 'nm0002769', 'nm0099366', 'nm0360889', 'nm0389073', 'nm0901044', 'nm0094516', 'nm0216448', 'nm0654767', 'nm0107871']",The Old Gun,1975,103,"['Drama', 'Thriller', 'War']",7.5,5062,Le Vieux Fusil,imdbDisplay,3480,fr,7.5
137,tt0792966,['nm0310614'],"['nm2223623', 'nm0220017', 'nm0009629', 'nm2454812', 'nm0156660', 'nm0674702', 'nm1229951', 'nm0675521', 'nm0812073', 'nm1178903']",Blame it on Fidel,2006,99,['Drama'],7.5,5241,La faute à Fidel!,imdbDisplay,17460,fr,7.5
138,tt9806192,['nm3021346'],"['nm7079932', 'nm4973460', 'nm1253936', 'nm11127862', 'nm0581781', 'nm1065900', 'nm6235401', 'nm1203291', 'nm1203291', 'nm1971640', 'nm0047624']",I Lost My Body,2019,81,"['Animation', 'Drama', 'Fantasy']",7.5,37501,J'ai perdu mon corps,imdbDisplay,586940,fr,7.5
139,tt0080728,['nm0006445'],"['nm0549076', 'nm0729691', 'nm0582897', 'nm0140649', 'nm0138950', 'nm0167473', 'nm0305324', 'nm0128844', 'nm0826932', 'nm0151051']",The Aviator's Wife,1981,106,"['Comedy', 'Romance']",7.5,5383,La femme de l'aviateur,imdbDisplay,27145,fr,7.5
140,tt0291172,"['nm0201094', 'nm0201095']","['nm0332709', 'nm0547732', 'nm1176635', 'nm1237886', 'nm1259114', 'nm1258188', 'nm1239606', 'nm1307855', 'nm1257818', 'nm1364145']",The Son,2002,103,"['Drama', 'Mystery']",7.5,10243,Le Fils,imdbDisplay,35172,fr,7.5
141,tt0110917,['nm0868153'],"['nm0000367', 'nm0000591', 'nm0748207', 'nm0224214', 'nm0162326', 'nm0518393', 'nm0816620', 'nm0802909', 'nm0606298', 'nm0469302']",A Pure Formality,1994,108,"['Crime', 'Drama', 'Thriller']",7.5,12935,Une pure formalité,\N,19223,fr,7.5
142,tt3666024,['nm0240196'],"['nm0307430', 'nm4423028', 'nm8940318', 'nm8940319', 'nm5497593', 'nm2790806', 'nm4422335', 'nm6351965']",The Red Turtle,2016,80,"['Animation', 'Drama', 'Family']",7.5,39884,La tortue rouge,imdbDisplay,337703,fr,7.5
143,tt0065772,['nm0006445'],"['nm0108400', 'nm0180454', 'nm0738789', 'nm0597492', 'nm0599284', 'nm0266028', 'nm0524528', 'nm4095580']",Claire's Knee,1970,105,"['Drama', 'Romance']",7.5,12893,Le genou de Claire,imdbDisplay,2860,fr,7.5
144,tt0096336,['nm0001031'],"['nm0001376', 'nm0167388', 'nm0873005', 'nm0873005', 'nm0851731', 'nm0150543', 'nm0310400', 'nm0288597', 'nm0969145', 'nm0120431', 'nm0086924']",Story of Women,1988,108,"['Drama', 'History', 'Romance']",7.5,5975,Une affaire de femmes,imdbDisplay,41975,fr,7.5
145,tt7014378,['nm1348707'],"['nm3309177', 'nm1708018', 'nm0092348', 'nm1656118', 'nm7631265', 'nm0242982', 'nm0898735', 'nm0076306', 'nm3153293', 'nm1975770']",The Summit of the Gods,2021,95,"['Adventure', 'Animation', 'Drama']",7.5,9317,Le sommet des dieux,imdbDisplay,712454,fr,7.5
146,tt0119590,['nm0075626'],"['nm0238878', 'nm0488477', 'nm0959897', 'nm0898653', 'nm0361415', 'nm0080925', 'nm0303145', 'nm0046295', 'nm0729686', 'nm0120431']",Ma vie en rose,1997,88,['Drama'],7.5,9105,Ma vie en rose,imdbDisplay,27103,fr,7.5
147,tt0064285,['nm0000076'],"['nm0000076', 'nm0137105', 'nm0782563', 'nm0898416', 'nm0264688', 'nm0202120', 'nm0131358', 'nm0137106', 'nm0230877', 'nm0230878']",The Wild Child,1970,83,"['Biography', 'Drama', 'History']",7.5,9118,L'enfant sauvage,imdbDisplay,1627,fr,7.5
148,tt0092550,['nm0006445'],"['nm0154299', 'nm0719765', 'nm0582897', 'nm0896726', 'nm0312695']",Boyfriends and Girlfriends,1987,103,"['Comedy', 'Drama', 'Romance']",7.5,5889,L'ami de mon amie,imdbDisplay,64544,fr,7.5
149,tt0058458,['nm0000076'],"['nm0220852', 'nm0233753', 'nm0070713', 'nm0147561', 'nm0046133', 'nm0241498', 'nm0256053', 'nm0308041', 'nm0369202', 'nm0479818']",The Soft Skin,1964,113,"['Drama', 'Romance']",7.5,8648,La peau douce,imdbDisplay,1719,fr,7.5
150,tt0095250,['nm0000108'],"['nm0000852', 'nm0000606', 'nm0000275', 'nm0791502', 'nm0144812', 'nm0099366', 'nm0244019', 'nm0001162', 'nm0903867', 'nm0889926']",The Big Blue,1988,168,"['Adventure', 'Drama', 'Sport']",7.5,56346,Le Grand Bleu,imdbDisplay,175,fr,7.5
151,tt6002232,['nm0499488'],"['nm0238475', 'nm1616970', 'nm8390021', 'nm5509170', 'nm7350272', 'nm1211529', 'nm2161889', 'nm6352268', 'nm1356200', 'nm1572083']",Custody,2017,93,"['Drama', 'Thriller']",7.5,10675,Jusqu'à la garde,imdbDisplay,451657,fr,7.5
152,tt0144201,['nm0496312'],"['nm0660854', 'nm0000809', 'nm0679546', 'nm0313320', 'nm0489465', 'nm0677621', 'nm0609180', 'nm0501459', 'nm0181343', 'nm0582755']",Girl on the Bridge,1999,90,"['Comedy', 'Drama', 'Romance']",7.5,14572,La fille sur le pont,imdbDisplay,10401,fr,7.5
153,tt0112769,['nm0001031'],"['nm0001376', 'nm0094789', 'nm0000302', 'nm0144045', 'nm0001461', 'nm0580985', 'nm0734001', 'nm0296596', 'nm0674695', 'nm0109365']",La Cérémonie,1995,111,"['Crime', 'Drama', 'Thriller']",7.5,14372,La cérémonie,imdbDisplay,1802,fr,7.5
154,tt0338135,['nm0000780'],"['nm0320721', 'nm0077715', 'nm1234157', 'nm0189887', 'nm0359652', 'nm0871928', 'nm0193629', 'nm0415191', 'nm0691925', 'nm0584819']",The Barbarian Invasions,2003,99,"['Comedy', 'Crime', 'Drama']",7.5,30429,Les invasions barbares,imdbDisplay,11042,fr,7.5
155,tt0101700,"['nm0001988', 'nm0000466']","['nm0235342', 'nm0684500', 'nm0070991', 'nm0237835', 'nm0895759', 'nm0390458', 'nm0685373', 'nm0417508', 'nm0865313', 'nm0449165']",Delicatessen,1991,99,"['Comedy', 'Crime']",7.5,91564,Delicatessen,imdbDisplay,892,fr,7.5
156,tt0061138,['nm0500988'],"['nm0000733', 'nm0004462', 'nm0056435', 'nm0481412', 'nm0802769', 'nm0024850', 'nm0155133', 'nm0058196', 'nm0494527', 'nm0661628']",A Man and a Woman,1966,102,"['Drama', 'Romance']",7.5,12411,Un homme et une femme,imdbDisplay,42726,fr,7.5
157,tt0085180,['nm0000975'],"['nm0665540', 'nm0886142', 'nm0109276', 'nm0728428', 'nm0485701', 'nm0846084', 'nm0062488', 'nm1173710', 'nm0487466', 'nm0052017']",L'Argent,1983,85,"['Crime', 'Drama']",7.4,12351,L'argent,imdbDisplay,42112,fr,7.4
158,tt0104782,['nm0491682'],"['nm0172021', 'nm0719729', 'nm0796449', 'nm0347453', 'nm0099877', 'nm0216012', 'nm0479997', 'nm0000780', 'nm0396355', 'nm0600122']",Leolo,1992,107,"['Comedy', 'Drama', 'Fantasy']",7.4,7435,Léolo,imdbDisplay,11139,fr,7.4
159,tt0118015,['nm0458251'],"['nm0045870', 'nm0201669', 'nm0296594', 'nm0418450', 'nm0561158', 'nm0948636', 'nm0347122', 'nm0800389', 'nm0458251', 'nm0152647']",Family Resemblances,1996,110,"['Comedy', 'Drama']",7.4,5657,Un air de famille,imdbDisplay,14646,fr,7.4
160,tt0082949,['nm0491626'],"['nm0000901', 'nm0220852', 'nm0163250', 'nm0221102', 'nm0545862', 'nm0723827', 'nm0064650', 'nm0232627', 'nm0756779', 'nm0201635']",The Professional,1981,108,"['Action', 'Crime', 'Drama']",7.4,18011,Le professionnel,imdbDisplay,1672,fr,7.4
161,tt0058249,['nm0000320'],"['nm0603402', 'nm0350196', 'nm0681566', 'nm0412245', 'nm0525193', 'nm0612840', 'nm0654761', 'nm0076288', 'nm0078097', 'nm0078349']",Diary of a Chambermaid,1964,97,"['Crime', 'Drama']",7.4,9987,Le journal d'une femme de chambre,imdbDisplay,36245,fr,7.4
162,tt1433540,"['nm0041334', 'nm0665262']","['nm0041334', 'nm0041334', 'nm0041334', 'nm0050210', 'nm1328609', 'nm1328609', 'nm3873825', 'nm0241697', 'nm1035339', 'nm1327028', 'nm1327028', 'nm1183031', 'nm1183031', 'nm1183031', 'nm0099521', 'nm0099521', 'nm0099521', 'nm1395945']",A Town Called Panic,2009,75,"['Adventure', 'Animation', 'Comedy']",7.4,8863,Panique au village,imdbDisplay,40623,fr,7.4
163,tt0060675,['nm0000419'],"['nm0529543', 'nm0333014', 'nm0423381', 'nm0213502', 'nm0243357', 'nm0833290', 'nm0540311', 'nm0012734', 'nm0040933', 'nm0048776']",Masculine Feminine,1966,103,"['Drama', 'Romance']",7.4,17967,Masculin féminin,imdbDisplay,4710,fr,7.4
164,tt0059616,['nm0000975'],"['nm0140316', 'nm0288439', 'nm0393385', 'nm0415225', 'nm0319150', 'nm0381134', 'nm0753686', 'nm1019836', 'nm1181036', 'nm0237612']",The Trial of Joan of Arc,1962,64,"['Biography', 'Drama', 'History']",7.4,6174,Procès de Jeanne d'Arc,imdbDisplay,48764,fr,7.4
165,tt0103105,['nm0233757'],"['nm0099677', 'nm0099677', 'nm0674701', 'nm0674701', 'nm0207197', 'nm0323943', 'nm0880187', 'nm0087207', 'nm0127018', 'nm0732220', 'nm0273129', 'nm0365631']",Toto the Hero,1991,91,"['Comedy', 'Drama', 'Fantasy']",7.4,6487,Toto le héros,imdbDisplay,56321,fr,7.4
166,tt0200071,"['nm0201094', 'nm0201095']","['nm0220183', 'nm0740090', 'nm0947650', 'nm0332709', 'nm0544982', 'nm0091081', 'nm0216169', 'nm0234238', 'nm0047644', 'nm0326556']",Rosetta,1999,95,['Drama'],7.4,15969,Rosetta,imdbDisplay,11489,fr,7.4
167,tt5258850,['nm0243355'],"['nm1465580', 'nm0243355', 'nm0480850', 'nm0034390', 'nm0220183', 'nm0858048', 'nm9265594', 'nm0399576', 'nm0545838', 'nm0904273']",See You Up There,2017,117,"['Comedy', 'Crime', 'Drama']",7.4,11479,Au revoir là-haut,imdbDisplay,430424,fr,7.4
168,tt13880104,['nm1604976'],"['nm4422007', 'nm3197772', 'nm4714676', 'nm2975576', 'nm8317321', 'nm2847812', 'nm0094789', 'nm9019253', 'nm0609662', 'nm10743187']",Happening,2021,100,['Drama'],7.4,12391,L'Événement,imdbDisplay,793998,fr,7.4
169,tt0181530,['nm0912224'],"['nm0579823', 'nm0094789', 'nm0000366', 'nm0091074', 'nm0876788', 'nm0063136', 'nm0544297', 'nm0230507', 'nm0836273', 'nm0438814']",East/West,1999,121,"['Adventure', 'Drama', 'History']",7.4,5222,[Est]Ouest,\N,28463,fr,7.4
170,tt6135348,['nm0133028'],"['nm1465580', 'nm1798489', 'nm1194748', 'nm6995530', 'nm9029751', 'nm8933245', 'nm7943224', 'nm8758308', 'nm9224905', 'nm3757586']",120 BPM,2017,143,['Drama'],7.4,17119,120 battements par minute,imdbDisplay,451945,fr,7.4
171,tt0137439,['nm0006445'],"['nm0729691', 'nm0738789', 'nm0508888', 'nm0762240', 'nm0691915', 'nm0201468', 'nm0017208', 'nm0202692', 'nm0017209']",Autumn Tale,1998,112,"['Comedy', 'Drama', 'Romance']",7.4,6526,Conte d'automne,imdbDisplay,10239,fr,7.4
